original-user-id,mapped-user-id
24569,417
54098,418
92869,419
260876,420
173486,421
269623,422
31870,423
156476,424
229212,425
24775,426
237070,427
258539,428
27965,429
7548,430
11624,431
150348,432
171608,433
237429,434
276110,435
238998,436
241738,437
259228,438
143459,439
5666,440
164009,441
232219,442
143576,443
242633,444
254777,445
114650,446
219926,447
265984,448
142335,449
111268,450
84069,451
23127,452
117113,453
55403,454
63104,455
194045,456
230537,457
86213,458
263250,459
4196,460
35240,461
245739,462
244800,463
86260,464
132525,465
139267,466
16909,467
240226,468
265546,469
267326,470
204394,471
253590,472
212877,473
54274,474
75969,475
147795,476
75269,477
134263,478
134395,479
240829,480
126430,481
100300,482
32830,483
43642,484
125668,485
198535,486
116984,487
81883,488
31908,489
62119,490
83847,491
15854,492
146024,493
178085,494
61659,495
155256,496
73723,497
74303,498
64168,499
229434,500
112515,501
39288,502
151738,503
233263,504
102594,505
114323,506
60258,507
10760,508
249146,509
241305,510
88521,511
3829,512
124304,513
151835,514
42385,515
40219,516
50993,517
118424,518
155356,519
128356,520
188118,521
212135,522
32738,523
4723,524
151943,525
258378,526
31829,527
19580,528
262260,529
93836,530
175586,531
90173,532
221849,533
166368,534
109901,535
38993,536
151845,537
8830,538
197375,539
126639,540
219060,541
102783,542
224897,543
40478,544
258232,545
1900,546
94809,547
235077,548
165017,549
202709,550
87885,551
37381,552
223423,553
173951,554
227184,555
236301,556
278355,557
126656,558
107550,559
228820,560
119640,561
66969,562
176807,563
256794,564
31050,565
127352,566
113542,567
72183,568
225384,569
153174,570
157527,571
165556,572
193591,573
147673,574
204770,575
22504,576
79229,577
179276,578
222825,579
242818,580
258428,581
14982,582
57380,583
101349,584
38003,585
14303,586
95769,587
54304,588
23343,589
63142,590
166776,591
172472,592
263565,593
53474,594
68822,595
154985,596
160027,597
169243,598
39891,599
190933,600
9605,601
186615,602
111058,603
181938,604
77644,605
58858,606
214629,607
45133,608
269086,609
259959,610
10759,611
243471,612
188960,613
207548,614
6250,615
8730,616
79851,617
97919,618
136874,619
152575,620
181923,621
134270,622
197258,623
205989,624
263342,625
31019,626
151206,627
46359,628
108775,629
75410,630
103972,631
253136,632
88900,633
196858,634
133909,635
26375,636
45899,637
129904,638
53182,639
160002,640
145417,641
255911,642
75763,643
105441,644
198108,645
33746,646
250507,647
6323,648
227160,649
117248,650
204111,651
32329,652
55492,653
269085,654
10207,655
31919,656
36541,657
84692,658
102324,659
140822,660
104744,661
249605,662
180096,663
235103,664
128884,665
169331,666
102642,667
73479,668
56055,669
130818,670
6376,671
9714,672
110492,673
89629,674
84493,675
266031,676
171020,677
47695,678
157117,679
85389,680
215791,681
55664,682
200391,683
256558,684
97364,685
89778,686
28081,687
185198,688
25635,689
106213,690
199549,691
252721,692
273760,693
177864,694
166399,695
77102,696
230410,697
263929,698
22187,699
198887,700
242936,701
245068,702
36896,703
104569,704
104683,705
4444,706
257485,707
135176,708
63131,709
55232,710
96598,711
28045,712
10161,713
187322,714
177752,715
184756,716
269565,717
90685,718
129446,719
190789,720
38848,721
58927,722
74274,723
106879,724
215829,725
23547,726
260220,727
196910,728
218726,729
274613,730
121542,731
73535,732
31524,733
264314,734
126058,735
254967,736
96177,737
24768,738
103453,739
135337,740
276884,741
257172,742
23363,743
56647,744
100114,745
147256,746
43692,747
90134,748
121126,749
193989,750
206058,751
161342,752
253064,753
185017,754
82167,755
243966,756
250080,757
21918,758
245956,759
131937,760
127629,761
22233,762
46607,763
15529,764
115689,765
269703,766
189558,767
55936,768
248752,769
106581,770
197862,771
215377,772
191382,773
277102,774
127257,775
164425,776
268415,777
15225,778
60805,779
267300,780
200464,781
224847,782
198266,783
227195,784
100227,785
105350,786
158072,787
240969,788
240894,789
131087,790
269253,791
192861,792
31189,793
242471,794
170880,795
193604,796
108269,797
148224,798
137417,799
147115,800
121526,801
260351,802
21228,803
5416,804
82911,805
59323,806
64980,807
177108,808
58210,809
248209,810
97578,811
181909,812
268794,813
95496,814
196261,815
151786,816
195386,817
239995,818
56776,819
89179,820
93459,821
98544,822
222140,823
6273,824
253091,825
47379,826
190824,827
162473,828
26382,829
218633,830
253389,831
107117,832
261529,833
183034,834
263941,835
27709,836
20095,837
46012,838
85099,839
43664,840
257606,841
84633,842
147150,843
138424,844
238686,845
265003,846
180205,847
61760,848
212701,849
20595,850
274549,851
260172,852
265383,853
34677,854
139480,855
189408,856
183877,857
222296,858
219759,859
127693,860
136290,861
223764,862
272535,863
248614,864
121332,865
231854,866
139124,867
216444,868
112655,869
66704,870
38475,871
98016,872
136252,873
105332,874
107623,875
215505,876
110874,877
148632,878
98082,879
103782,880
141459,881
209630,882
16357,883
244696,884
10199,885
31419,886
49924,887
271030,888
33114,889
118808,890
209114,891
12828,892
38090,893
78607,894
244260,895
265965,896
220666,897
92664,898
218777,899
221690,900
110871,901
51818,902
215506,903
278364,904
20177,905
3857,906
91925,907
33529,908
70832,909
258920,910
46853,911
202948,912
112684,913
21384,914
2744,915
196905,916
121233,917
81815,918
114655,919
124869,920
167499,921
19780,922
95253,923
132383,924
62160,925
260505,926
141575,927
250002,928
191555,929
191604,930
266792,931
137138,932
274441,933
128132,934
161144,935
43116,936
200656,937
119711,938
277891,939
214162,940
104253,941
137702,942
52107,943
156190,944
69503,945
46174,946
41333,947
91041,948
196193,949
104998,950
110358,951
232002,952
98903,953
73917,954
55251,955
16479,956
217143,957
136541,958
20334,959
2643,960
20701,961
67150,962
100912,963
243970,964
64558,965
135803,966
256696,967
94371,968
43939,969
114868,970
236460,971
212796,972
248174,973
48514,974
174245,975
209081,976
248997,977
56983,978
151569,979
214290,980
66975,981
247543,982
1235,983
119326,984
5591,985
17330,986
112686,987
77886,988
142316,989
10571,990
138467,991
194884,992
257598,993
11065,994
140536,995
110567,996
221870,997
278156,998
258505,999
246056,1000
32250,1001
232866,1002
258578,1003
161788,1004
70949,1005
137766,1006
231870,1007
28790,1008
53137,1009
73309,1010
140257,1011
100638,1012
108681,1013
193611,1014
264821,1015
65837,1016
270213,1017
172911,1018
143243,1019
244666,1020
111924,1021
76470,1022
85182,1023
171381,1024
114698,1025
125212,1026
46586,1027
93034,1028
100119,1029
106199,1030
216283,1031
154362,1032
205058,1033
249732,1034
64829,1035
19321,1036
62322,1037
89780,1038
169338,1039
65845,1040
18597,1041
81588,1042
133706,1043
189571,1044
252759,1045
211401,1046
204765,1047
72671,1048
47786,1049
239167,1050
268612,1051
251698,1052
3046,1053
192397,1054
148831,1055
250492,1056
131033,1057
93769,1058
95518,1059
93207,1060
108664,1061
127780,1062
193564,1063
264198,1064
164848,1065
211010,1066
103825,1067
127858,1068
96342,1069
54855,1070
37971,1071
183279,1072
154005,1073
14966,1074
87041,1075
219992,1076
73449,1077
126397,1078
218854,1079
19339,1080
163190,1081
75349,1082
214107,1083
145602,1084
115727,1085
78684,1086
267264,1087
12219,1088
204085,1089
70806,1090
157208,1091
12024,1092
255536,1093
259255,1094
28166,1095
224013,1096
70220,1097
6889,1098
5476,1099
126006,1100
196662,1101
221403,1102
106697,1103
98045,1104
178507,1105
157484,1106
264861,1107
49265,1108
28878,1109
32665,1110
50383,1111
252446,1112
224364,1113
72699,1114
176101,1115
49227,1116
72775,1117
152713,1118
154349,1119
256882,1120
191548,1121
119817,1122
250736,1123
251362,1124
95300,1125
202470,1126
10412,1127
232370,1128
266816,1129
143911,1130
179264,1131
244814,1132
177654,1133
38686,1134
106825,1135
227126,1136
83892,1137
158258,1138
201970,1139
23671,1140
85894,1141
35870,1142
93710,1143
5774,1144
208224,1145
265244,1146
54880,1147
159116,1148
257791,1149
265571,1150
56554,1151
219249,1152
273880,1153
278368,1154
94171,1155
261212,1156
40229,1157
52761,1158
15719,1159
39317,1160
162103,1161
36917,1162
94173,1163
189023,1164
135329,1165
37817,1166
175196,1167
199062,1168
104514,1169
18067,1170
129510,1171
104257,1172
189714,1173
53561,1174
9974,1175
193081,1176
100823,1177
191317,1178
98243,1179
152835,1180
197049,1181
85884,1182
160636,1183
41024,1184
3761,1185
12320,1186
222218,1187
144302,1188
177683,1189
232971,1190
266230,1191
121239,1192
22228,1193
268222,1194
254256,1195
97241,1196
249557,1197
36000,1198
7576,1199
153284,1200
49877,1201
32182,1202
80740,1203
207472,1204
154486,1205
208264,1206
45587,1207
52894,1208
101383,1209
29858,1210
114885,1211
212471,1212
217638,1213
270785,1214
199292,1215
176463,1216
6851,1217
160854,1218
120122,1219
211551,1220
178539,1221
245016,1222
259140,1223
136875,1224
116295,1225
29366,1226
129150,1227
221488,1228
172774,1229
254121,1230
26221,1231
19650,1232
185302,1233
236489,1234
255974,1235
246905,1236
204558,1237
257736,1238
27964,1239
187851,1240
175443,1241
43186,1242
44025,1243
170683,1244
121960,1245
268534,1246
269738,1247
64531,1248
251984,1249
177772,1250
12168,1251
183196,1252
19642,1253
62579,1254
113256,1255
144980,1256
64929,1257
26560,1258
222735,1259
229624,1260
23966,1261
10963,1262
83506,1263
144798,1264
181666,1265
140880,1266
224200,1267
21702,1268
13008,1269
235379,1270
196839,1271
230385,1272
236453,1273
76558,1274
203888,1275
220760,1276
17434,1277
81870,1278
209494,1279
34504,1280
66359,1281
159080,1282
190960,1283
193759,1284
18321,1285
143068,1286
154566,1287
31519,1288
131894,1289
104213,1290
165316,1291
705,1292
117407,1293
249752,1294
215180,1295
65394,1296
132128,1297
60086,1298
146275,1299
253846,1300
138543,1301
38534,1302
165751,1303
57822,1304
214560,1305
29194,1306
103530,1307
32569,1308
167908,1309
68326,1310
227210,1311
40667,1312
87893,1313
166244,1314
240464,1315
26319,1316
70661,1317
74687,1318
204039,1319
228531,1320
247474,1321
138887,1322
247344,1323
200888,1324
2244,1325
40579,1326
98756,1327
67379,1328
2803,1329
21592,1330
254105,1331
20950,1332
171946,1333
8808,1334
177455,1335
76902,1336
56700,1337
251975,1338
260143,1339
78634,1340
3003,1341
218838,1342
131171,1343
117802,1344
26284,1345
222942,1346
120004,1347
21882,1348
92374,1349
107342,1350
156062,1351
165510,1352
176151,1353
51157,1354
218146,1355
261780,1356
267249,1357
267555,1358
275082,1359
81626,1360
107842,1361
147386,1362
265193,1363
205653,1364
178762,1365
245408,1366
71900,1367
274232,1368
81885,1369
64988,1370
215003,1371
13915,1372
172430,1373
59088,1374
222247,1375
270296,1376
56181,1377
125636,1378
28873,1379
33157,1380
8250,1381
74271,1382
178056,1383
215757,1384
98427,1385
220326,1386
100393,1387
196206,1388
269983,1389
60685,1390
2534,1391
76471,1392
254,1393
154868,1394
196950,1395
53032,1396
130408,1397
16767,1398
177698,1399
266388,1400
230398,1401
253790,1402
84995,1403
136822,1404
268548,1405
75767,1406
175580,1407
267123,1408
140132,1409
272633,1410
176812,1411
93712,1412
120412,1413
64899,1414
31628,1415
189818,1416
128449,1417
166749,1418
239941,1419
11619,1420
210521,1421
4179,1422
263538,1423
213484,1424
156839,1425
54349,1426
252338,1427
123130,1428
249628,1429
236996,1430
68080,1431
118050,1432
193832,1433
80053,1434
128049,1435
92322,1436
225703,1437
122100,1438
15385,1439
251263,1440
58338,1441
69878,1442
82326,1443
110648,1444
182420,1445
69591,1446
253304,1447
209033,1448
36448,1449
269622,1450
85501,1451
253739,1452
84101,1453
267030,1454
174769,1455
17803,1456
175303,1457
29071,1458
225100,1459
236050,1460
11601,1461
66836,1462
221360,1463
240701,1464
23918,1465
13638,1466
75781,1467
73402,1468
52768,1469
229757,1470
161885,1471
27403,1472
253099,1473
198171,1474
46392,1475
197522,1476
8308,1477
252344,1478
85523,1479
251073,1480
227168,1481
229667,1482
271895,1483
126157,1484
8284,1485
178079,1486
155563,1487
184952,1488
32240,1489
38890,1490
234292,1491
111041,1492
243039,1493
34243,1494
88933,1495
19800,1496
15055,1497
120437,1498
221701,1499
254007,1500
232264,1501
40043,1502
93335,1503
128332,1504
200712,1505
169403,1506
184237,1507
215947,1508
238956,1509
116113,1510
227937,1511
34292,1512
255896,1513
71513,1514
5653,1515
8680,1516
217222,1517
86882,1518
126176,1519
167794,1520
139220,1521
242126,1522
248468,1523
257163,1524
27392,1525
96591,1526
140256,1527
57447,1528
20501,1529
154182,1530
159862,1531
88191,1532
231908,1533
154009,1534
274866,1535
24189,1536
224873,1537
183276,1538
60461,1539
196182,1540
133897,1541
58765,1542
28339,1543
42287,1544
184011,1545
58952,1546
123927,1547
60160,1548
207756,1549
198656,1550
211732,1551
238611,1552
242364,1553
98472,1554
247205,1555
136657,1556
151503,1557
154075,1558
68887,1559
92007,1560
145344,1561
77517,1562
272181,1563
146816,1564
11080,1565
210352,1566
50204,1567
9642,1568
97908,1569
116904,1570
221423,1571
66965,1572
49868,1573
255629,1574
187358,1575
224303,1576
24648,1577
204493,1578
61951,1579
39070,1580
231890,1581
230156,1582
89051,1583
80980,1584
166856,1585
67810,1586
38056,1587
82968,1588
85495,1589
181414,1590
56905,1591
190069,1592
112063,1593
237761,1594
242546,1595
27745,1596
147783,1597
174081,1598
106185,1599
168256,1600
85780,1601
88517,1602
119975,1603
67694,1604
77327,1605
124308,1606
207358,1607
265779,1608
66336,1609
20853,1610
140809,1611
264121,1612
24646,1613
124107,1614
224816,1615
207513,1616
193116,1617
228073,1618
265730,1619
273881,1620
77983,1621
227532,1622
18018,1623
138108,1624
35933,1625
150564,1626
274016,1627
7412,1628
76284,1629
24641,1630
224994,1631
81639,1632
129324,1633
265880,1634
112227,1635
204059,1636
82483,1637
54818,1638
183809,1639
68709,1640
161689,1641
236299,1642
107750,1643
199893,1644
48123,1645
268690,1646
233648,1647
148544,1648
51126,1649
237171,1650
277074,1651
66713,1652
184559,1653
64592,1654
176395,1655
226639,1656
38648,1657
166833,1658
241322,1659
245534,1660
89630,1661
115277,1662
186203,1663
94437,1664
205359,1665
165714,1666
24861,1667
130358,1668
218824,1669
99325,1670
44898,1671
129075,1672
53304,1673
223889,1674
259670,1675
199384,1676
4134,1677
1519,1678
265686,1679
25124,1680
40348,1681
34648,1682
170879,1683
195520,1684
20940,1685
98679,1686
99474,1687
245911,1688
27064,1689
176895,1690
58349,1691
52555,1692
227586,1693
32225,1694
40479,1695
227939,1696
192992,1697
252385,1698
114235,1699
42210,1700
80715,1701
151079,1702
106884,1703
158581,1704
214019,1705
258849,1706
246156,1707
19884,1708
63322,1709
173902,1710
99127,1711
9721,1712
15808,1713
77271,1714
37292,1715
51913,1716
10447,1717
99770,1718
61911,1719
225370,1720
167655,1721
172116,1722
78577,1723
190809,1724
211182,1725
233994,1726
185699,1727
229203,1728
260460,1729
249048,1730
192607,1731
250870,1732
80583,1733
85419,1734
207734,1735
102383,1736
120129,1737
119251,1738
14597,1739
257695,1740
172900,1741
270863,1742
201393,1743
123393,1744
161390,1745
199025,1746
263343,1747
216296,1748
185119,1749
76819,1750
26694,1751
13895,1752
126219,1753
189119,1754
236508,1755
223055,1756
75279,1757
147682,1758
208994,1759
49223,1760
129516,1761
121587,1762
276008,1763
19381,1764
186623,1765
74487,1766
272667,1767
266971,1768
144563,1769
114899,1770
76727,1771
277527,1772
200552,1773
157953,1774
189295,1775
163462,1776
174605,1777
31898,1778
6188,1779
219978,1780
44423,1781
94104,1782
70340,1783
272890,1784
254502,1785
278683,1786
14241,1787
96927,1788
53402,1789
153168,1790
223188,1791
234944,1792
273639,1793
205338,1794
8068,1795
119134,1796
179840,1797
243166,1798
147858,1799
109252,1800
51379,1801
128544,1802
58860,1803
47136,1804
200187,1805
223800,1806
179629,1807
37036,1808
231260,1809
208842,1810
9241,1811
244020,1812
36337,1813
211194,1814
88184,1815
220584,1816
110240,1817
43951,1818
19041,1819
24256,1820
180538,1821
166383,1822
56269,1823
1954,1824
151929,1825
125113,1826
176197,1827
64555,1828
126604,1829
160329,1830
12479,1831
198738,1832
83287,1833
251714,1834
20240,1835
266666,1836
13795,1837
278357,1838
15276,1839
153498,1840
248701,1841
121342,1842
265684,1843
254667,1844
168519,1845
270552,1846
4109,1847
132716,1848
193701,1849
147022,1850
210746,1851
91113,1852
122675,1853
129883,1854
117162,1855
226689,1856
169807,1857
101148,1858
46389,1859
143666,1860
131843,1861
54653,1862
172540,1863
109929,1864
269850,1865
90697,1866
5922,1867
18204,1868
19528,1869
93573,1870
61409,1871
3166,1872
72307,1873
101882,1874
243772,1875
271129,1876
115313,1877
218053,1878
93137,1879
71570,1880
123545,1881
122898,1882
79976,1883
133827,1884
112920,1885
205053,1886
255638,1887
192742,1888
40497,1889
181011,1890
229965,1891
143149,1892
142839,1893
264505,1894
207323,1895
216410,1896
29961,1897
185031,1898
72273,1899
255240,1900
67103,1901
15825,1902
183804,1903
185265,1904
92,1905
21745,1906
8711,1907
199942,1908
246580,1909
250487,1910
187917,1911
256821,1912
176668,1913
176972,1914
79296,1915
67986,1916
123995,1917
84107,1918
123727,1919
2203,1920
84985,1921
120073,1922
217269,1923
58918,1924
208117,1925
34839,1926
212011,1927
190531,1928
269073,1929
141239,1930
139570,1931
134855,1932
50796,1933
177595,1934
146418,1935
178305,1936
69980,1937
2550,1938
33922,1939
189330,1940
50755,1941
94865,1942
206424,1943
120429,1944
183598,1945
48242,1946
77745,1947
68367,1948
34175,1949
54145,1950
161626,1951
49809,1952
122191,1953
41484,1954
186730,1955
73782,1956
197330,1957
270980,1958
211521,1959
20862,1960
61431,1961
91724,1962
228715,1963
248649,1964
24767,1965
79398,1966
205078,1967
124850,1968
271276,1969
142691,1970
48173,1971
260850,1972
181090,1973
139567,1974
181153,1975
125047,1976
81015,1977
193978,1978
25456,1979
90909,1980
220514,1981
142609,1982
235810,1983
112392,1984
75290,1985
153687,1986
74836,1987
222996,1988
104209,1989
122114,1990
272680,1991
97986,1992
54875,1993
1930,1994
6667,1995
181026,1996
54850,1997
232398,1998
216214,1999
126444,2000
248143,2001
263123,2002
111083,2003
152279,2004
184966,2005
121060,2006
273071,2007
35055,2008
107517,2009
142009,2010
267519,2011
144689,2012
202138,2013
82926,2014
191108,2015
191530,2016
28463,2017
144134,2018
40094,2019
155054,2020
147772,2021
87455,2022
13130,2023
123461,2024
18216,2025
178366,2026
201799,2027
193768,2028
45845,2029
60823,2030
106443,2031
122689,2032
203741,2033
250502,2034
10131,2035
31933,2036
143869,2037
242979,2038
183341,2039
53814,2040
141765,2041
48653,2042
13166,2043
264985,2044
61853,2045
142788,2046
143211,2047
258678,2048
218176,2049
89188,2050
155276,2051
13682,2052
39602,2053
149506,2054
47320,2055
117809,2056
203337,2057
200646,2058
253085,2059
269453,2060
266775,2061
141562,2062
200279,2063
222801,2064
159333,2065
260541,2066
239769,2067
120432,2068
169615,2069
273771,2070
216613,2071
180974,2072
20677,2073
55380,2074
204782,2075
27304,2076
243755,2077
277928,2078
151840,2079
230428,2080
11006,2081
8463,2082
206105,2083
254779,2084
178706,2085
96726,2086
50642,2087
9724,2088
69931,2089
192724,2090
197834,2091
97585,2092
220967,2093
216502,2094
139676,2095
79964,2096
241122,2097
1279,2098
48293,2099
50318,2100
52658,2101
209869,2102
24781,2103
122633,2104
245118,2105
259517,2106
83398,2107
35706,2108
75402,2109
52242,2110
24591,2111
202632,2112
169170,2113
140043,2114
180272,2115
55379,2116
33980,2117
18565,2118
109092,2119
16782,2120
197613,2121
250414,2122
258915,2123
108017,2124
59269,2125
115741,2126
127292,2127
123950,2128
146421,2129
208403,2130
7557,2131
30921,2132
155287,2133
216546,2134
119149,2135
232970,2136
138886,2137
217926,2138
129216,2139
63376,2140
221965,2141
201408,2142
106150,2143
224874,2144
223894,2145
264696,2146
267483,2147
35551,2148
102276,2149
179189,2150
114413,2151
190529,2152
212804,2153
242631,2154
241191,2155
246578,2156
90176,2157
64001,2158
230923,2159
50325,2160
199542,2161
177090,2162
150492,2163
19847,2164
212566,2165
108447,2166
110301,2167
66640,2168
56342,2169
239421,2170
207678,2171
125888,2172
204697,2173
258193,2174
82494,2175
208255,2176
251851,2177
54873,2178
142452,2179
96489,2180
114241,2181
130474,2182
24968,2183
271427,2184
74284,2185
212891,2186
252873,2187
24012,2188
106393,2189
186003,2190
220456,2191
275674,2192
6700,2193
208754,2194
100009,2195
165288,2196
90886,2197
224663,2198
23391,2199
15902,2200
118955,2201
207226,2202
55735,2203
71494,2204
86333,2205
207133,2206
136151,2207
154773,2208
150275,2209
25817,2210
38555,2211
120195,2212
223661,2213
66517,2214
159483,2215
52104,2216
86518,2217
87251,2218
172099,2219
144609,2220
240379,2221
261479,2222
200866,2223
184182,2224
232115,2225
273259,2226
127363,2227
127587,2228
144823,2229
131285,2230
180626,2231
251635,2232
259852,2233
93911,2234
42875,2235
230037,2236
25688,2237
29337,2238
111519,2239
47192,2240
146322,2241
55591,2242
260571,2243
77663,2244
47894,2245
100074,2246
116998,2247
53023,2248
70244,2249
133280,2250
178159,2251
103665,2252
179432,2253
202832,2254
257687,2255
99828,2256
218178,2257
246630,2258
102533,2259
241534,2260
38441,2261
113880,2262
274240,2263
89042,2264
120523,2265
27442,2266
123925,2267
193668,2268
273820,2269
194138,2270
88310,2271
213589,2272
129114,2273
136500,2274
187808,2275
204622,2276
260095,2277
12705,2278
17408,2279
206464,2280
269213,2281
243876,2282
127453,2283
87317,2284
105973,2285
34508,2286
110400,2287
97882,2288
107043,2289
112356,2290
204172,2291
269044,2292
95640,2293
21005,2294
267114,2295
187260,2296
34184,2297
127283,2298
93791,2299
51144,2300
255812,2301
232773,2302
134873,2303
41676,2304
142761,2305
52845,2306
41268,2307
35896,2308
250442,2309
207770,2310
245952,2311
113745,2312
227764,2313
69717,2314
24526,2315
53093,2316
144965,2317
119307,2318
42573,2319
87956,2320
51465,2321
60980,2322
218224,2323
128894,2324
206534,2325
135529,2326
142054,2327
78620,2328
81864,2329
208057,2330
95672,2331
172498,2332
72201,2333
270504,2334
66045,2335
54132,2336
148316,2337
107620,2338
195430,2339
88074,2340
165444,2341
19512,2342
2302,2343
172362,2344
138769,2345
181469,2346
193035,2347
24407,2348
85225,2349
93092,2350
61615,2351
8115,2352
176088,2353
119099,2354
15395,2355
40518,2356
106839,2357
201722,2358
240214,2359
118659,2360
118951,2361
129453,2362
173879,2363
221553,2364
63071,2365
94186,2366
85074,2367
116607,2368
33429,2369
139718,2370
6364,2371
223177,2372
187876,2373
241723,2374
40083,2375
67892,2376
210868,2377
46746,2378
201613,2379
6789,2380
239010,2381
24751,2382
94531,2383
267485,2384
215962,2385
63620,2386
273241,2387
179618,2388
261044,2389
94868,2390
103953,2391
7108,2392
143820,2393
175276,2394
260925,2395
164983,2396
17634,2397
63228,2398
28082,2399
165590,2400
160643,2401
13080,2402
21049,2403
68153,2404
178622,2405
188063,2406
2885,2407
139611,2408
30426,2409
122027,2410
188832,2411
72245,2412
204364,2413
241317,2414
244896,2415
21644,2416
52796,2417
256081,2418
41831,2419
172089,2420
234191,2421
54589,2422
128736,2423
156520,2424
257516,2425
167943,2426
144045,2427
75281,2428
29410,2429
195903,2430
124983,2431
275654,2432
111096,2433
11359,2434
128546,2435
192737,2436
203258,2437
172024,2438
208129,2439
235217,2440
138135,2441
162308,2442
118584,2443
225366,2444
244660,2445
260595,2446
178667,2447
98185,2448
128838,2449
189945,2450
229243,2451
75166,2452
112160,2453
263051,2454
122908,2455
98747,2456
140698,2457
103124,2458
258636,2459
45536,2460
18013,2461
50995,2462
277364,2463
268829,2464
242620,2465
15272,2466
9343,2467
10776,2468
218272,2469
47552,2470
252983,2471
241407,2472
245750,2473
12140,2474
276113,2475
102292,2476
172040,2477
222629,2478
165104,2479
46131,2480
149647,2481
214005,2482
99887,2483
130553,2484
77960,2485
118678,2486
206215,2487
137746,2488
224321,2489
26254,2490
73416,2491
230354,2492
182838,2493
148525,2494
154466,2495
